Boston Celtics,Brooklyn Nets,Atlanta Hawks,Washington Wizards,Charlotte Hornets,Orlando Magic,Miami Heat,Golden State Warriors,Los Angeles Clippers,Sacremento Kings,Phoenix Suns,Los Angeles Lakers,San Antonio Spurs,Memphis Grizzlies,Houston Rockets,Dallas Mavericks,New Orleans Pelicans,Utah Jazz,Portland Trail Blazers,Oklahoma City Thunder,Minnesota Timberwolves,Denver Nuggets,Philadelphia 76ers,Toronto Raptors,New York Knicks,Cleveland Cavaliers,Detroit Pistons,Indiana Pacers,Milwaukee Bucks,Chicago Bulls
Ron Mercer,Orlando Magic,16.9,3.7,2.3,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Ron Harper,Los Angeles Lakers,7,4.2,3.4,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Rodrick Rhodes,Dallas Mavericks,0,1,0,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Sam Mitchell,Minnesota Timberwolves,6.5,2.1,1.7,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Jason Williams,Sacramento Kings,12.3,2.8,7.3,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Tom Gugliotta,Phoenix Suns,13.7,7.9,2.3,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Jason Miskiri,Charlotte Hornets,0,0,1,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Charles Oakley,Toronto Raptors,6.9,6.8,3.2,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Charles Barkley,Houston Rockets,14.5,10.5,3.2,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Cedric Henderson,Cleveland Cavaliers,5.4,2.3,0.9,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Cedric Ceballos,Dallas Mavericks,16.6,6.7,1.3,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Carlos Rogers,Houston Rockets,8,5.2,0.8,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Calvin Booth,Washington Wizards,3.8,2.9,0.6,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Calbert Cheaney,Boston Celtics,4,2.1,1.2,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Cal Bowdler,Atlanta Hawks,2.7,1.8,0.3,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Bryon Russell,Utah Jazz,14.1,5.2,1.9,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Bryce Drew,Houston Rockets,5.8,1.4,2.3,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Bryant Stith,Denver Nuggets,5.6,1.9,1.4,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Bryant Reeves,Memphis Grizzlies,8.9,5.7,1.2,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Bruno Sundov,Dallas Mavericks,1.9,0.9,0.1,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Bruce Bowen,Miami Heat,2.8,1.4,0.5,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Brian Skinner,Los Angeles Clippers,5.4,6.1,0.3,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Brian Shaw,Los Angeles Lakers,4.1,2.9,2.7,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Brian Grant,Portland Trail Blazers,7.3,5.5,1,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Brevin Knight,Cleveland Cavaliers,9.3,3,7,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Brent Price,Memphis Grizzlies,3.4,0.9,1.7,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Brent Barry,Oklahoma City Thunder,11.8,4.7,3.6,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Brad Miller,Charlotte Hornets,7.7,5.3,0.8,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Charles R. Jones,Los Angeles Clippers,3.4,1.1,1.7,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Charlie Ward,New York Knicks,7.3,3.2,4.2,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Chauncey Billups,Denver Nuggets,8.6,2.6,3,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Cherokee Parks,Memphis Grizzlies,3,3.3,0.6,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Cory Alexander,Denver Nuggets,2.8,1.4,2,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Corliss Williamson,Sacramento Kings,10.3,3.8,1.1,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Corie Blount,Phoenix Suns,2.8,3,0.3,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Corey Maggette,Orlando Magic,8.4,3.9,0.8,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Corey Benjamin,Chicago Bulls,7.7,1.8,1.1,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Clifford Robinson,Phoenix Suns,18.5,4.5,2.8,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Clar. Weatherspoon,Miami Heat,7.2,5.8,1.2,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Chucky Brown,Charlotte Hornets,5.3,2.7,1,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Chucky Atkins,Orlando Magic,9.5,1.5,3.7,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Chuck Person,Oklahoma City Thunder,2.8,1.4,0.6,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Bonzi Wells,Portland Trail Blazers,8.8,2.8,1.5,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Christian Laettner,Detroit Pistons,12.2,6.7,2.3,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Chris Webber,Sacramento Kings,24.5,10.5,4.6,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Chris Mullin,Indiana Pacers,5.1,1.6,0.8,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Chris Mills,Golden State Warriors,16.1,6.2,2.4,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Chris Herren,Denver Nuggets,3.1,1.2,2.5,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Chris Gatling,Denver Nuggets,11.9,5.9,0.8,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Chris Dudley,New York Knicks,1.2,2.9,0.1,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Chris Crawford,Atlanta Hawks,4.6,1.8,0.6,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Chris Childs,New York Knicks,5.3,2.1,4,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Chris Carr,Chicago Bulls,9.3,3,1.5,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Chris Anstey,Chicago Bulls,6,3.8,0.9,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Chris Whitney,Washington Wizards,7.8,1.6,3.8,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Bobby Phills,Charlotte Hornets,13.6,2.5,2.8,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Bobby Jackson,Minnesota Timberwolves,5.1,2.1,2.4,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Bob Sura,Cleveland Cavaliers,13.8,3.9,3.9,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Carter,Miami Heat,6.3,2.5,4.8,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Avent,Los Angeles Clippers,1.7,1.5,0.2,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Antawn Jamison,Golden State Warriors,19.6,8.3,2.1,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Anfernee Hardaway,Phoenix Suns,16.9,5.8,5.3,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Andrew Lang,New York Knicks,3.1,3.2,0.2,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Andrew DeClercq,Cleveland Cavaliers,6.6,5.4,0.7,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Andre Miller,Cleveland Cavaliers,11.1,3.4,5.8,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Andrae Patterson,Minnesota Timberwolves,1.2,0.4,0.2,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Alvin Williams,Toronto Raptors,5.3,1.5,2.3,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Alonzo Mourning,Miami Heat,21.7,9.5,1.6,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Johnson,Orlando Magic,2.8,0.9,1.3,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Allen Iverson,Philadelphia 76ers,28.4,3.8,4.7,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Aleksandar Radojevic,Toronto Raptors,2.3,2.7,0.3,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Alan Henderson,Atlanta Hawks,13.2,7,0.9,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Al Harrington,Indiana Pacers,6.6,3.2,0.8,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Adrian Griffin,Boston Celtics,6.7,5.2,2.5,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Adonal Foyle,Golden State Warriors,5.5,5.6,0.6,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Adam Keefe,Utah Jazz,2.2,2.2,0.5,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Aaron Williams,Washington Wizards,7.6,5,0.7,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Aaron McKie,Philadelphia 76ers,8,3,2.9,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
A.J. Bramlett,Cleveland Cavaliers,1,2.8,0,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
A.C. Green,Los Angeles Lakers,5,5.9,1,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Allan Houston,New York Knicks,19.7,3.3,2.7,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Cuttino Mobley,Houston Rockets,15.8,3.6,2.6,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Mason,Charlotte Hornets,11.6,8.5,4.5,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Parker,Orlando Magic,3.6,1.7,0.6,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Bo Outlaw,Orlando Magic,6,6.4,3,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Bimbo Coles,Atlanta Hawks,8.1,2.2,3.6,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Billy Owens,Golden State Warriors,6,4.9,1.6,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Bill Wennington,Sacramento Kings,2,2.7,0.1,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Bill Curley,Golden State Warriors,2.7,1.8,0.5,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Benoit Benjamin,Cleveland Cavaliers,0.7,0.3,0,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Ben Wallace,Orlando Magic,4.8,8.2,0.8,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Ben Davis,Phoenix Suns,0.8,1.8,0.4,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Baron Davis,Charlotte Hornets,5.9,2,3.8,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
B.J. Armstrong,Chicago Bulls,7.4,1.7,2.9,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Miller,Houston Rockets,3.7,4.7,0.5,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Avery Johnson,San Antonio Spurs,11.2,1.9,6,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Arvydas Sabonis,Portland Trail Blazers,11.8,7.8,1.8,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Armen Gilliam,Utah Jazz,6.7,4.2,0.8,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Antonio McDyess,Denver Nuggets,19.1,8.5,2,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Antonio Lang,Philadelphia 76ers,0.6,0.5,0.2,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Antonio Harvey,Portland Trail Blazers,2.2,1.7,0.3,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Antonio Davis,Toronto Raptors,11.5,8.8,1.3,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Antonio Daniels,San Antonio Spurs,6.2,1.3,2.6,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Antoine Walker,Boston Celtics,20.5,8,3.7,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Antoine Carr,Memphis Grizzlies,3.2,1.5,0.3,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Peeler,Minnesota Timberwolves,9.8,2.8,2.4,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Austin Croshere,Indiana Pacers,10.3,6.4,1.1,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Dale Davis,Indiana Pacers,10,9.9,0.9,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Jason Terry,Atlanta Hawks,8.1,2,4.3,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Damon Jones,Dallas Mavericks,4.2,1,1.7,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Glenn Robinson,Milwaukee Bucks,20.9,6,2.4,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Glen Rice,Los Angeles Lakers,15.9,4.1,2.2,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Gheorghe Muresan,Brooklyn Nets,3.5,2.3,0.3,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Gerard King,Washington Wizards,5.3,4,0.8,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
George McCloud,Denver Nuggets,10.1,3.7,3.2,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
George Lynch,Philadelphia 76ers,9.6,7.8,1.8,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Gary Trent,Dallas Mavericks,13.7,4.7,2,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Gary Payton,Oklahoma City Thunder,24.2,6.5,8.9,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Gary Grant,Portland Trail Blazers,4,1,0.3,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Fred Vinson,Oklahoma City Thunder,1.6,0.1,0,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Fred Hoiberg,Chicago Bulls,9,3.5,2.7,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Felton Spencer,San Antonio Spurs,1.9,1.5,0.1,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Felipe Lopez,Memphis Grizzlies,4.5,1.9,0.7,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Evan Eschmeyer,Brooklyn Nets,2.9,3.5,0.7,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Etdrick Bohannon,Los Angeles Clippers,2.2,2.4,0.4,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Ervin Johnson,Milwaukee Bucks,4.8,8.1,0.6,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Erick Strickland,Dallas Mavericks,12.8,4.8,3.1,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Erick Dampier,Golden State Warriors,8,6.4,0.9,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Eric Williams,Boston Celtics,7.2,2.3,1.4,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Eric Snow,Philadelphia 76ers,7.9,3.2,7.6,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Eric Piatkowski,Los Angeles Clippers,8.7,3,1.1,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Grant Hill,Detroit Pistons,25.8,6.6,5.2,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Grant Long,Memphis Grizzlies,4.8,5.6,1,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Greg Anthony,Portland Trail Blazers,6.3,1.6,2.5,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Greg Buckner,Dallas Mavericks,5.7,3.6,1.1,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Dale Ellis,Charlotte Hornets,4.2,1.3,0.3,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Jason Kidd,Phoenix Suns,14.3,7.2,10.1,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Jason Caffey,Golden State Warriors,12,6.8,1.7,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Jaren Jackson,San Antonio Spurs,6.3,2.2,1.5,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Jamie Feick,Brooklyn Nets,5.7,9.3,0.8,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
James Posey,Denver Nuggets,8.2,3.9,1.8,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Jamal Mashburn,Miami Heat,17.5,5,3.9,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Jalen Rose,Indiana Pacers,18.2,4.8,4,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Jahidi White,Washington Wizards,7.1,6.9,0.2,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Jacque Vaughn,Utah Jazz,3.7,0.8,1.6,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Eric Murdock,Los Angeles Clippers,5.6,1.9,2.7,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
J.R. Reid,Milwaukee Bucks,4.4,3.4,0.5,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Ike Austin,Washington Wizards,6.7,4.8,1.3,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Hubert Davis,Dallas Mavericks,7.4,1.7,1.8,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Howard Eisley,Utah Jazz,8.6,2.1,4.2,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Horace Grant,Oklahoma City Thunder,8.1,7.8,2.5,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Hersey Hawkins,Chicago Bulls,7.9,2.9,2.2,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Haywoode Workman,Toronto Raptors,2.4,0.7,1.7,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Harold Jamison,Miami Heat,1.5,1.8,0.3,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Hakeem Olajuwon,Houston Rockets,10.3,6.2,1.4,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Greg Ostertag,Utah Jazz,4.5,6,0.2,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Greg Foster,Oklahoma City Thunder,3.4,1.8,0.7,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Isaiah Rider,Atlanta Hawks,19.3,4.3,3.7,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Eric Montross,Detroit Pistons,0.8,1.4,0.1,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Ira Bowman,Philadelphia 76ers,0.5,0.2,0.1,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Elton Brand,Chicago Bulls,20.1,10,1.9,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Derek Hood,Charlotte Hornets,0,0.5,0,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Derek Fisher,Los Angeles Lakers,6.3,1.8,2.8,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Derek Anderson,Los Angeles Clippers,16.9,4,3.4,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Dennis Scott,Memphis Grizzlies,5.6,1.6,1,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Dennis Rodman,Dallas Mavericks,2.8,14.3,1.2,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Dell Curry,Toronto Raptors,7.6,1.5,1.3,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Dee Brown,Toronto Raptors,6.9,1.4,2.3,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Dedric Willoughby,Chicago Bulls,7.6,2,2.6,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Dean Garrett,Minnesota Timberwolves,2,2.5,0.3,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
DeMarco Johnson,New York Knicks,1.2,1.4,0,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Derek Strong,Orlando Magic,2.7,2.2,0.2,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
David Wingate,New York Knicks,0.3,0.3,0.4,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
David Robinson,San Antonio Spurs,17.8,9.6,1.8,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Darvin Ham,Milwaukee Bucks,5.1,4.9,1.2,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Darrick Martin,Sacramento Kings,5.7,0.6,1.7,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Danny Manning,Milwaukee Bucks,4.6,2.9,1,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Danny Fortson,Boston Celtics,7.6,6.7,0.5,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Danny Ferry,Cleveland Cavaliers,7.3,3.8,1.1,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Dana Barros,Boston Celtics,7.2,1.4,1.8,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Dan Majerle,Miami Heat,7.3,4.8,3,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Damon Stoudamire,Portland Trail Blazers,12.5,3.1,5.2,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Emanual Davis,Oklahoma City Thunder,4,1.9,1.3,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
David Wesley,Charlotte Hornets,13.6,2.7,5.6,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Derrick Coleman,Charlotte Hornets,16.7,8.5,2.4,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Darrell Armstrong,Orlando Magic,16.2,3.3,6.1,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Derrick McKey,Indiana Pacers,4.3,4.2,1.1,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Elden Campbell,Charlotte Hornets,12.7,7.6,1.7,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Eddie Robinson,Charlotte Hornets,7,2.7,0.5,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Eddie Jones,Charlotte Hornets,20.1,4.8,4.2,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Earl Boykins,Cleveland Cavaliers,5.3,1,1.8,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Eldridge Recasner,Charlotte Hornets,1,0.6,0.7,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Duane Causwell,Miami Heat,2.6,1.9,0.1,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Elliot Perry,Brooklyn Nets,5.3,1,2.3,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Drew Barry,Atlanta Hawks,2.6,0.8,2.1,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Doug West,Memphis Grizzlies,4,1.9,1.1,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Doug Christie,Toronto Raptors,12.4,3.9,4.4,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Donyell Marshall,Golden State Warriors,14.2,10,2.6,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Doug Overton,Boston Celtics,3.2,0.7,1.1,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Donny Marshall,Cleveland Cavaliers,1.8,0.2,0,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Detlef Schrempf,Portland Trail Blazers,7.5,4.3,2.6,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Devean George,Los Angeles Lakers,3.2,1.5,0.2,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Devin Gray,Houston Rockets,2.3,1.2,0.2,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Dikembe Mutombo,Atlanta Hawks,11.5,14.1,1.3,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Dickey Simpkins,Chicago Bulls,4.2,5.4,1.4,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Dirk Nowitzki,Dallas Mavericks,17.5,6.5,2.5,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Don MacLean,Phoenix Suns,2.6,1.4,0.5,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Don Reid,Washington Wizards,3.8,2.7,0.3,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Dion Glover,Atlanta Hawks,6.5,1.3,0.9,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Derrick Dial,San Antonio Spurs,5,3.3,0.6,1999-00,,,,,,,,,,,,,,,,,,,,,,,,
Jermaine O'Neal,Indiana Pacers,12.9,9.8,1.2,2000-01,,,,,,,,,,,,,,,,,,,,,,,,
Jerome Kersey,Milwaukee Bucks,3.3,2,0.7,2000-01,,,,,,,,,,,,,,,,,,,,,,,,
Jason Williams,Sacramento Kings,9.4,2.4,5.4,2000-01,,,,,,,,,,,,,,,,,,,,,,,,
Jelani McCoy,Oklahoma City Thunder,4.5,3.6,0.8,2000-01,,,,,,,,,,,,,,,,,,,,,,,,
Jeff McInnis,Los Angeles Clippers,12.9,2.7,5.5,2000-01,,,,,,,,,,,,,,,,,,,,,,,,
Jeff Foster,Indiana Pacers,3.5,5.5,0.5,2000-01,,,,,,,,,,,,,,,,,,,,,,,,
Jaren Jackson,San Antonio Spurs,2.4,0.8,0.4,2000-01,,,,,,,,,,,,,,,,,,,,,,,,
Jason Kidd,Phoenix Suns,16.9,6.4,9.8,2000-01,,,,,,,,,,,,,,,,,,,,,,,,
Jason Hart,Milwaukee Bucks,2,0,1,2000-01,,,,,,,,,,,,,,,,,,,,,,,,
Jason Collier,Houston Rockets,3.1,1.6,0.3,2000-01,,,,,,,,,,,,,,,,,,,,,,,,
Jason Caffey,Milwaukee Bucks,7.1,5,0.8,2000-01,,,,,,,,,,,,,,,,,,,,,,,,
Jerome Moiso,Boston Celtics,1.5,1.8,0.1,2000-01,,,,,,,,,,,,,,,,,,,,,,,,
Jamie Feick,Brooklyn Nets,3.7,9.3,0.8,2000-01,,,,,,,,,,,,,,,,,,,,,,,,
James Robinson,Orlando Magic,1.7,1.3,0,2000-01,,,,,,,,,,,,,,,,,,,,,,,,
James Posey,Denver Nuggets,8.1,5.3,2,2000-01,,,,,,,,,,,,,,,,,,,,,,,,
Jason Terry,Atlanta Hawks,19.7,3.3,4.9,2000-01,,,,,,,,,,,,,,,,,,,,,,,,
Jerome Williams,Toronto Raptors,6.3,6.5,0.8,2000-01,,,,,,,,,,,,,,,,,,,,,,,,
John Stockton,Utah Jazz,11.5,2.8,8.7,2000-01,,,,,,,,,,,,,,,,,,,,,,,,
Jim Jackson,Cleveland Cavaliers,11.5,4,2.9,2000-01,,,,,,,,,,,,,,,,,,,,,,,,
Karl Malone,Utah Jazz,23.2,8.3,4.5,2000-01,,,,,,,,,,,,,,,,,,,,,,,,
Jamel Thomas,Brooklyn Nets,2.6,1.8,0,2000-01,,,,,,,,,,,,,,,,,,,,,,,,
Juwan Howard,Dallas Mavericks,18,7.1,2.8,2000-01,,,,,,,,,,,,,,,,,,,,,,,,
Jumaine Jones,Philadelphia 76ers,4.7,2.9,0.5,2000-01,,,,,,,,,,,,,,,,,,,,,,,,
Jud Buechler,Detroit Pistons,3.4,1.6,0.7,2000-01,,,,,,,,,,,,,,,,,,,,,,,,
Jonathan Bender,Indiana Pacers,3.3,1.3,0.5,2000-01,,,,,,,,,,,,,,,,,,,,,,,,
Jon Barry,Sacramento Kings,5.1,1.5,2.1,2000-01,,,,,,,,,,,,,,,,,,,,,,,,
